,Constrain,Graph,Prop_Correct,Network
788,3,6,0.3490473,Resnet50
789,3,6,0.36764556,Alexnet
790,3,6,0.35616085,VGG16
791,3,6,0.3580946,Resnet50
792,3,6,0.3585915,Alexnet
793,3,6,0.34699312,VGG16
794,3,6,0.3518166,Resnet50
795,3,6,0.35803467,Alexnet
796,3,6,0.35351774,VGG16
797,3,6,0.35511944,Resnet50
798,3,6,0.3538106,Alexnet
799,3,6,0.35237563,VGG16
800,3,6,0.34858277,Resnet50
801,3,6,0.35351261,Alexnet
802,3,6,0.3476056,VGG16
803,3,6,0.35243005,Resnet50
804,3,6,0.36183283,Alexnet
805,3,6,0.35180008,VGG16
806,3,6,0.36744347,Resnet50
807,3,6,0.35557932,Alexnet
808,3,6,0.3504325,VGG16
809,3,6,0.3524439,Resnet50
810,3,7,0.34132963,Alexnet
811,3,7,0.33604425,VGG16
812,3,7,0.3425593,Resnet50
813,3,7,0.34988376,Alexnet
814,3,7,0.33846602,VGG16
815,3,7,0.3467469,Resnet50
816,3,7,0.34527987,Alexnet
817,3,7,0.33020335,VGG16
818,3,7,0.3418675,Resnet50
819,3,7,0.33911455,Alexnet
820,3,7,0.3345047,VGG16
821,3,7,0.34209225,Resnet50
822,3,7,0.3487971,Alexnet
823,3,7,0.33969778,VGG16
824,3,7,0.3451811,Resnet50
825,3,7,0.33350772,Alexnet
826,3,7,0.3253745,VGG16
827,3,7,0.33843344,Resnet50
828,3,7,0.3408311,Alexnet
829,3,7,0.3350495,VGG16
830,3,7,0.34285966,Resnet50
831,3,7,0.3349859,Alexnet
832,3,7,0.3299529,VGG16
833,3,7,0.3415441,Resnet50
834,3,7,0.33633116,Alexnet
835,3,7,0.33391762,VGG16
836,3,7,0.3419297,Resnet50
837,3,7,0.34297588,Alexnet
838,3,7,0.33155712,VGG16
839,3,7,0.33956555,Resnet50
840,3,8,0.34842795,Alexnet
841,3,8,0.3359689,VGG16
842,3,8,0.34811738,Resnet50
843,3,8,0.33825037,Alexnet
844,3,8,0.32668462,VGG16
845,3,8,0.33695272,Resnet50
846,3,8,0.34097648,Alexnet
847,3,8,0.32244503,VGG16
848,3,8,0.3288186,Resnet50
849,3,8,0.35054684,Alexnet
850,3,8,0.33149827,VGG16
851,3,8,0.34147134,Resnet50
852,3,8,0.3335341,Alexnet
853,3,8,0.32513762,VGG16
854,3,8,0.33384287,Resnet50
855,3,8,0.34271696,Alexnet
856,3,8,0.32496634,VGG16
857,3,8,0.33143812,Resnet50
858,3,8,0.34950125,Alexnet
859,3,8,0.33480158,VGG16
860,3,8,0.3412171,Resnet50
861,3,8,0.3360667,Alexnet
862,3,8,0.333182,VGG16
863,3,8,0.33377266,Resnet50
864,3,8,0.3446955,Alexnet
865,3,8,0.33510453,VGG16
866,3,8,0.34847805,Resnet50
867,3,8,0.34362218,Alexnet
868,3,8,0.33463082,VGG16
869,3,8,0.33724204,Resnet50
870,3,9,0.34259352,Alexnet
871,3,9,0.34538686,VGG16
872,3,9,0.35719168,Resnet50
873,3,9,0.325079,Alexnet
874,3,9,0.32967964,VGG16
875,3,9,0.33048066,Resnet50
876,3,9,0.33186173,Alexnet
877,3,9,0.34005007,VGG16
878,3,9,0.34381142,Resnet50
879,3,9,0.32118097,Alexnet
880,3,9,0.32785943,VGG16
881,3,9,0.32227272,Resnet50
882,3,9,0.3316711,Alexnet
883,3,9,0.3321646,VGG16
884,3,9,0.33434045,Resnet50
885,3,9,0.33762854,Alexnet
886,3,9,0.34672895,VGG16
887,3,9,0.3572099,Resnet50
888,3,9,0.32633045,Alexnet
889,3,9,0.3311434,VGG16
890,3,9,0.32942325,Resnet50
891,3,9,0.32869974,Alexnet
892,3,9,0.32913116,VGG16
893,3,9,0.33234936,Resnet50
894,3,9,0.3393734,Alexnet
895,3,9,0.33713695,VGG16
896,3,9,0.33580437,Resnet50
897,3,9,0.33581662,Alexnet
898,3,9,0.33264577,VGG16
899,3,9,0.33755255,Resnet50
900,3,10,0.34434292,Alexnet
901,3,10,0.33478892,VGG16
902,3,10,0.3509705,Resnet50
903,3,10,0.3447043,Alexnet
904,3,10,0.3385152,VGG16
905,3,10,0.352557,Resnet50
906,3,10,0.3459991,Alexnet
907,3,10,0.33107606,VGG16
908,3,10,0.34447557,Resnet50
909,3,10,0.34408095,Alexnet
910,3,10,0.3384615,VGG16
911,3,10,0.35211673,Resnet50
912,3,10,0.34752193,Alexnet
913,3,10,0.3372851,VGG16
914,3,10,0.35855743,Resnet50
915,3,10,0.34589237,Alexnet
916,3,10,0.33762312,VGG16
917,3,10,0.34746382,Resnet50
918,3,10,0.34527352,Alexnet
919,3,10,0.33449677,VGG16
920,3,10,0.3531887,Resnet50
921,3,10,0.34397355,Alexnet
922,3,10,0.33255443,VGG16
923,3,10,0.34596568,Resnet50
924,3,10,0.34438434,Alexnet
925,3,10,0.34326214,VGG16
926,3,10,0.35641775,Resnet50
927,3,10,0.34161004,Alexnet
928,3,10,0.3306307,VGG16
929,3,10,0.34250903,Resnet50
930,3,11,0.32766765,Alexnet
931,3,11,0.32887474,VGG16
932,3,11,0.3505889,Resnet50
933,3,11,0.33315885,Alexnet
934,3,11,0.33336782,VGG16
935,3,11,0.34579614,Resnet50
936,3,11,0.329152,Alexnet
937,3,11,0.33090016,VGG16
938,3,11,0.33941618,Resnet50
939,3,11,0.33075005,Alexnet
940,3,11,0.32974574,VGG16
941,3,11,0.3472475,Resnet50
942,3,11,0.3377216,Alexnet
943,3,11,0.33330056,VGG16
944,3,11,0.34710142,Resnet50
945,3,11,0.33933976,Alexnet
946,3,11,0.33280182,VGG16
947,3,11,0.34575662,Resnet50
948,3,11,0.32596454,Alexnet
949,3,11,0.33210084,VGG16
950,3,11,0.3457511,Resnet50
951,3,11,0.33443847,Alexnet
952,3,11,0.33324632,VGG16
953,3,11,0.34405005,Resnet50
954,3,11,0.34064803,Alexnet
955,3,11,0.33179492,VGG16
956,3,11,0.34896153,Resnet50
957,3,11,0.32837665,Alexnet
958,3,11,0.32852536,VGG16
959,3,11,0.33978906,Resnet50
960,3,12,0.31451717,Alexnet
961,3,12,0.3223975,VGG16
962,3,12,0.3250991,Resnet50
963,3,12,0.3206841,Alexnet
964,3,12,0.32888153,VGG16
965,3,12,0.33264476,Resnet50
966,3,12,0.32304543,Alexnet
967,3,12,0.32723173,VGG16
968,3,12,0.33404633,Resnet50
969,3,12,0.33421186,Alexnet
970,3,12,0.33459646,VGG16
971,3,12,0.34003326,Resnet50
972,3,12,0.3405011,Alexnet
973,3,12,0.33289725,VGG16
974,3,12,0.34242094,Resnet50
975,3,12,0.34110704,Alexnet
976,3,12,0.33667374,VGG16
977,3,12,0.3472631,Resnet50
978,3,12,0.32867447,Alexnet
979,3,12,0.32434356,VGG16
980,3,12,0.33756918,Resnet50
981,3,12,0.33951882,Alexnet
982,3,12,0.33613932,VGG16
983,3,12,0.34477723,Resnet50
984,3,12,0.32861108,Alexnet
985,3,12,0.3292665,VGG16
986,3,12,0.33828095,Resnet50
987,3,12,0.32954997,Alexnet
988,3,12,0.32841176,VGG16
989,3,12,0.33995533,Resnet50
990,3,13,0.326804,Alexnet
991,3,13,0.31995568,VGG16
992,3,13,0.33204544,Resnet50
993,3,13,0.34276134,Alexnet
994,3,13,0.3352968,VGG16
995,3,13,0.34483665,Resnet50
996,3,13,0.3418762,Alexnet
997,3,13,0.3357411,VGG16
998,3,13,0.34236246,Resnet50
999,3,13,0.3376202,Alexnet
1000,3,13,0.33426955,VGG16
1001,3,13,0.3399506,Resnet50
1002,3,13,0.3263937,Alexnet
1003,3,13,0.3211251,VGG16
1004,3,13,0.33641577,Resnet50
1005,3,13,0.32483485,Alexnet
1006,3,13,0.32105395,VGG16
1007,3,13,0.3343424,Resnet50
1008,3,13,0.32271194,Alexnet
1009,3,13,0.32092333,VGG16
1010,3,13,0.33136725,Resnet50
1011,3,13,0.34525394,Alexnet
1012,3,13,0.33571827,VGG16
1013,3,13,0.343502,Resnet50
1014,3,13,0.3407384,Alexnet
1015,3,13,0.33483264,VGG16
1016,3,13,0.34077227,Resnet50
1017,3,13,0.3453195,Alexnet
1018,3,13,0.3369302,VGG16
1019,3,13,0.34329483,Resnet50
1020,3,14,0.31646237,Alexnet
1021,3,14,0.32429382,VGG16
1022,3,14,0.3285085,Resnet50
1023,3,14,0.35432243,Alexnet
1024,3,14,0.34107658,VGG16
1025,3,14,0.35890928,Resnet50
1026,3,14,0.3303227,Alexnet
1027,3,14,0.33037624,VGG16
1028,3,14,0.34207845,Resnet50
1029,3,14,0.31989405,Alexnet
1030,3,14,0.3253325,VGG16
1031,3,14,0.33659813,Resnet50
1032,3,14,0.31756902,Alexnet
1033,3,14,0.32593656,VGG16
1034,3,14,0.3346857,Resnet50
1035,3,14,0.33591127,Alexnet
1036,3,14,0.3327153,VGG16
1037,3,14,0.34187552,Resnet50
1038,3,14,0.3401606,Alexnet
1039,3,14,0.33442897,VGG16
1040,3,14,0.34655508,Resnet50
1041,3,14,0.3287998,Alexnet
1042,3,14,0.32908848,VGG16
1043,3,14,0.34664634,Resnet50
1044,3,14,0.31666875,Alexnet
1045,3,14,0.32707885,VGG16
1046,3,14,0.343701,Resnet50
1047,3,14,0.33920947,Alexnet
1048,3,14,0.33427274,VGG16
1049,3,14,0.34989226,Resnet50
1050,3,15,0.34200013,Alexnet
1051,3,15,0.34231147,VGG16
1052,3,15,0.3555018,Resnet50
1053,3,15,0.3358099,Alexnet
1054,3,15,0.3316574,VGG16
1055,3,15,0.3521248,Resnet50
1056,3,15,0.33153954,Alexnet
1057,3,15,0.3346722,VGG16
1058,3,15,0.35332742,Resnet50
1059,3,15,0.33514363,Alexnet
1060,3,15,0.33541936,VGG16
1061,3,15,0.34177986,Resnet50
1062,3,15,0.3408271,Alexnet
1063,3,15,0.33380282,VGG16
1064,3,15,0.34902662,Resnet50
1065,3,15,0.33246052,Alexnet
1066,3,15,0.33430943,VGG16
1067,3,15,0.3504371,Resnet50
1068,3,15,0.3439817,Alexnet
1069,3,15,0.33936322,VGG16
1070,3,15,0.35091197,Resnet50
1071,3,15,0.3582951,Alexnet
1072,3,15,0.3491904,VGG16
1073,3,15,0.36231893,Resnet50
1074,3,15,0.3360501,Alexnet
1075,3,15,0.3299526,VGG16
1076,3,15,0.3525904,Resnet50
1077,3,15,0.33416215,Alexnet
1078,3,15,0.3322597,VGG16
1079,3,15,0.35420126,Resnet50
1080,3,16,0.34476882,Alexnet
1081,3,16,0.3378106,VGG16
1082,3,16,0.3421242,Resnet50
1083,3,16,0.34726834,Alexnet
1084,3,16,0.33414778,VGG16
1085,3,16,0.34406924,Resnet50
1086,3,16,0.3480115,Alexnet
1087,3,16,0.33287886,VGG16
1088,3,16,0.3443441,Resnet50
1089,3,16,0.33952448,Alexnet
1090,3,16,0.3294684,VGG16
1091,3,16,0.34390444,Resnet50
1092,3,16,0.3356593,Alexnet
1093,3,16,0.3329608,VGG16
1094,3,16,0.33911556,Resnet50
1095,3,16,0.33345303,Alexnet
1096,3,16,0.33089477,VGG16
1097,3,16,0.34024206,Resnet50
1098,3,16,0.32374606,Alexnet
1099,3,16,0.3229379,VGG16
1100,3,16,0.33778682,Resnet50
1101,3,16,0.349151,Alexnet
1102,3,16,0.3382332,VGG16
1103,3,16,0.34558356,Resnet50
1104,3,16,0.3435306,Alexnet
1105,3,16,0.33437854,VGG16
1106,3,16,0.344102,Resnet50
1107,3,16,0.3439496,Alexnet
1108,3,16,0.33531186,VGG16
1109,3,16,0.34696785,Resnet50
1110,3,17,0.33859274,Alexnet
1111,3,17,0.33251402,VGG16
1112,3,17,0.34528673,Resnet50
1113,3,17,0.35049117,Alexnet
1114,3,17,0.34544626,VGG16
1115,3,17,0.34896657,Resnet50
1116,3,17,0.33156314,Alexnet
1117,3,17,0.3241541,VGG16
1118,3,17,0.33094752,Resnet50
1119,3,17,0.33936465,Alexnet
1120,3,17,0.33046773,VGG16
1121,3,17,0.34361368,Resnet50
1122,3,17,0.33069283,Alexnet
1123,3,17,0.32714355,VGG16
1124,3,17,0.34284127,Resnet50
1125,3,17,0.34822118,Alexnet
1126,3,17,0.33422503,VGG16
1127,3,17,0.34144983,Resnet50
1128,3,17,0.34498525,Alexnet
1129,3,17,0.33006367,VGG16
1130,3,17,0.34352893,Resnet50
1131,3,17,0.32903588,Alexnet
1132,3,17,0.3199368,VGG16
1133,3,17,0.33133376,Resnet50
1134,3,17,0.3416347,Alexnet
1135,3,17,0.334084,VGG16
1136,3,17,0.34899342,Resnet50
1137,3,17,0.33960533,Alexnet
1138,3,17,0.3272234,VGG16
1139,3,17,0.33722696,Resnet50
1140,3,18,0.33111688,Alexnet
1141,3,18,0.3284972,VGG16
1142,3,18,0.33218426,Resnet50
1143,3,18,0.34484553,Alexnet
1144,3,18,0.3336662,VGG16
1145,3,18,0.3449072,Resnet50
1146,3,18,0.34612724,Alexnet
1147,3,18,0.32983533,VGG16
1148,3,18,0.34851316,Resnet50
1149,3,18,0.35009068,Alexnet
1150,3,18,0.33185607,VGG16
1151,3,18,0.3475648,Resnet50
1152,3,18,0.33979544,Alexnet
1153,3,18,0.33040184,VGG16
1154,3,18,0.3309812,Resnet50
1155,3,18,0.33627313,Alexnet
1156,3,18,0.32911298,VGG16
1157,3,18,0.3365583,Resnet50
1158,3,18,0.33897832,Alexnet
1159,3,18,0.33102617,VGG16
1160,3,18,0.33553627,Resnet50
1161,3,18,0.34438857,Alexnet
1162,3,18,0.33460197,VGG16
1163,3,18,0.347464,Resnet50
1164,3,18,0.34746137,Alexnet
1165,3,18,0.33589008,VGG16
1166,3,18,0.34381902,Resnet50
1167,3,18,0.3552938,Alexnet
1168,3,18,0.33671623,VGG16
1169,3,18,0.3520807,Resnet50
1170,3,19,0.33656153,Alexnet
1171,3,19,0.33327073,VGG16
1172,3,19,0.34033164,Resnet50
1173,3,19,0.343348,Alexnet
1174,3,19,0.33577713,VGG16
1175,3,19,0.34326938,Resnet50
1176,3,19,0.3381432,Alexnet
1177,3,19,0.33472058,VGG16
1178,3,19,0.34128916,Resnet50
1179,3,19,0.34371153,Alexnet
1180,3,19,0.33564606,VGG16
1181,3,19,0.3433829,Resnet50
1182,3,19,0.33711863,Alexnet
1183,3,19,0.33434045,VGG16
1184,3,19,0.34072623,Resnet50
1185,3,19,0.34098247,Alexnet
1186,3,19,0.33480892,VGG16
1187,3,19,0.3422533,Resnet50
1188,3,19,0.33733392,Alexnet
1189,3,19,0.3348424,VGG16
1190,3,19,0.33936998,Resnet50
1191,3,19,0.33692324,Alexnet
1192,3,19,0.33357626,VGG16
1193,3,19,0.3409336,Resnet50
1194,3,19,0.34302765,Alexnet
1195,3,19,0.33555076,VGG16
1196,3,19,0.34289744,Resnet50
1197,3,19,0.33575672,Alexnet
1198,3,19,0.33485287,VGG16
1199,3,19,0.3409092,Resnet50
1200,2,0,0.3538882,Alexnet
1201,2,0,0.35208696,VGG16
1202,2,0,0.3446045,Resnet50
1203,2,0,0.33082545,Alexnet
1204,2,0,0.31221104,VGG16
1205,2,0,0.3302559,Resnet50
1206,2,0,0.33983618,Alexnet
1207,2,0,0.3337092,VGG16
1208,2,0,0.33832368,Resnet50
1209,2,0,0.35366276,Alexnet
1210,2,0,0.34655455,VGG16
1211,2,0,0.34498963,Resnet50
1212,2,0,0.32835177,Alexnet
1213,2,0,0.30599725,VGG16
1214,2,0,0.3215044,Resnet50
1215,2,0,0.3247414,Alexnet
1216,2,0,0.31477425,VGG16
1217,2,0,0.32871687,Resnet50
1218,2,0,0.34159258,Alexnet
1219,2,0,0.34219247,VGG16
1220,2,0,0.33348805,Resnet50
1221,2,0,0.3218618,Alexnet
1222,2,0,0.3196501,VGG16
1223,2,0,0.3309854,Resnet50
1224,2,0,0.3345941,Alexnet
1225,2,0,0.32117468,VGG16
1226,2,0,0.3375076,Resnet50
1227,2,0,0.32771617,Alexnet
1228,2,0,0.31784496,VGG16
1229,2,0,0.3309752,Resnet50
1230,2,1,0.32667238,Alexnet
1231,2,1,0.32441348,VGG16
1232,2,1,0.33690166,Resnet50
1233,2,1,0.33659747,Alexnet
1234,2,1,0.32184914,VGG16
1235,2,1,0.33881626,Resnet50
1236,2,1,0.34123585,Alexnet
1237,2,1,0.34051365,VGG16
1238,2,1,0.3489589,Resnet50
1239,2,1,0.32840794,Alexnet
1240,2,1,0.31043693,VGG16
1241,2,1,0.33528918,Resnet50
1242,2,1,0.3282567,Alexnet
1243,2,1,0.3143493,VGG16
1244,2,1,0.33494127,Resnet50
1245,2,1,0.3324235,Alexnet
1246,2,1,0.3315657,VGG16
1247,2,1,0.33721924,Resnet50
1248,2,1,0.32275116,Alexnet
1249,2,1,0.31652024,VGG16
1250,2,1,0.33703315,Resnet50
1251,2,1,0.33906856,Alexnet
1252,2,1,0.3293084,VGG16
1253,2,1,0.34322694,Resnet50
1254,2,1,0.35591543,Alexnet
1255,2,1,0.35455006,VGG16
1256,2,1,0.35791478,Resnet50
1257,2,1,0.32517242,Alexnet
1258,2,1,0.32436395,VGG16
1259,2,1,0.33973733,Resnet50
1260,2,2,0.32493904,Alexnet
1261,2,2,0.32076,VGG16
1262,2,2,0.33182958,Resnet50
1263,2,2,0.3196078,Alexnet
1264,2,2,0.3165443,VGG16
1265,2,2,0.34070596,Resnet50
1266,2,2,0.3252546,Alexnet
1267,2,2,0.32272497,VGG16
1268,2,2,0.3321662,Resnet50
1269,2,2,0.31768933,Alexnet
1270,2,2,0.31259784,VGG16
1271,2,2,0.33356383,Resnet50
1272,2,2,0.33877724,Alexnet
1273,2,2,0.33303875,VGG16
1274,2,2,0.34174833,Resnet50
1275,2,2,0.33928263,Alexnet
1276,2,2,0.33632153,VGG16
1277,2,2,0.34151977,Resnet50
1278,2,2,0.34016165,Alexnet
1279,2,2,0.33342558,VGG16
1280,2,2,0.34721386,Resnet50
1281,2,2,0.3309342,Alexnet
1282,2,2,0.32821175,VGG16
1283,2,2,0.34179613,Resnet50
1284,2,2,0.3403287,Alexnet
1285,2,2,0.3374883,VGG16
1286,2,2,0.34864134,Resnet50
1287,2,2,0.34739342,Alexnet
1288,2,2,0.34600386,VGG16
1289,2,2,0.35025582,Resnet50
1290,2,3,0.33290026,Alexnet
1291,2,3,0.31378725,VGG16
1292,2,3,0.31963184,Resnet50
1293,2,3,0.33765754,Alexnet
1294,2,3,0.31658247,VGG16
1295,2,3,0.3294492,Resnet50
1296,2,3,0.3446512,Alexnet
1297,2,3,0.33442807,VGG16
1298,2,3,0.33693185,Resnet50
1299,2,3,0.34566322,Alexnet
1300,2,3,0.3366724,VGG16
1301,2,3,0.33824182,Resnet50
1302,2,3,0.35661426,Alexnet
1303,2,3,0.34898546,VGG16
1304,2,3,0.34139928,Resnet50
1305,2,3,0.3382512,Alexnet
1306,2,3,0.32014677,VGG16
1307,2,3,0.32828233,Resnet50
1308,2,3,0.3500638,Alexnet
1309,2,3,0.329169,VGG16
1310,2,3,0.34199965,Resnet50
1311,2,3,0.3379451,Alexnet
1312,2,3,0.31631804,VGG16
1313,2,3,0.33015016,Resnet50
1314,2,3,0.34968123,Alexnet
1315,2,3,0.3277491,VGG16
1316,2,3,0.33100834,Resnet50
1317,2,3,0.3451745,Alexnet
1318,2,3,0.33361766,VGG16
1319,2,3,0.33853397,Resnet50
1320,2,4,0.36086136,Alexnet
1321,2,4,0.34388572,VGG16
1322,2,4,0.36449486,Resnet50
1323,2,4,0.33694538,Alexnet
1324,2,4,0.327735,VGG16
1325,2,4,0.34836906,Resnet50
1326,2,4,0.32203633,Alexnet
1327,2,4,0.31163445,VGG16
1328,2,4,0.33501932,Resnet50
1329,2,4,0.309574,Alexnet
1330,2,4,0.30535662,VGG16
1331,2,4,0.32164863,Resnet50
1332,2,4,0.33390808,Alexnet
1333,2,4,0.32541144,VGG16
1334,2,4,0.3385883,Resnet50
1335,2,4,0.3132022,Alexnet
1336,2,4,0.30305615,VGG16
1337,2,4,0.3256674,Resnet50
1338,2,4,0.30535856,Alexnet
1339,2,4,0.29631817,VGG16
1340,2,4,0.31654978,Resnet50
1341,2,4,0.34188867,Alexnet
1342,2,4,0.32380593,VGG16
1343,2,4,0.34776172,Resnet50
1344,2,4,0.32840127,Alexnet
1345,2,4,0.32078412,VGG16
1346,2,4,0.34088928,Resnet50
1347,2,4,0.34364647,Alexnet
1348,2,4,0.33126497,VGG16
1349,2,4,0.34748766,Resnet50
1350,2,5,0.34086847,Alexnet
1351,2,5,0.32579514,VGG16
1352,2,5,0.32943612,Resnet50
1353,2,5,0.33832574,Alexnet
1354,2,5,0.32573393,VGG16
1355,2,5,0.33938858,Resnet50
1356,2,5,0.33097842,Alexnet
1357,2,5,0.32446513,VGG16
1358,2,5,0.33178312,Resnet50
1359,2,5,0.33129266,Alexnet
1360,2,5,0.3281664,VGG16
1361,2,5,0.33753306,Resnet50
1362,2,5,0.33513576,Alexnet
1363,2,5,0.31840676,VGG16
1364,2,5,0.33139622,Resnet50
1365,2,5,0.3573138,Alexnet
1366,2,5,0.3552276,VGG16
1367,2,5,0.34954968,Resnet50
1368,2,5,0.3318941,Alexnet
1369,2,5,0.32449818,VGG16
1370,2,5,0.32655016,Resnet50
1371,2,5,0.3290838,Alexnet
1372,2,5,0.31846416,VGG16
1373,2,5,0.32985193,Resnet50
1374,2,5,0.35109517,Alexnet
1375,2,5,0.34171697,VGG16
1376,2,5,0.34681472,Resnet50
1377,2,5,0.3311643,Alexnet
1378,2,5,0.3222253,VGG16
1379,2,5,0.32961777,Resnet50
1380,2,6,0.3417865,Alexnet
1381,2,6,0.33375,VGG16
1382,2,6,0.34438843,Resnet50
1383,2,6,0.3433992,Alexnet
1384,2,6,0.3314054,VGG16
1385,2,6,0.3439006,Resnet50
1386,2,6,0.33868858,Alexnet
1387,2,6,0.3217941,VGG16
1388,2,6,0.33578405,Resnet50
1389,2,6,0.35017934,Alexnet
1390,2,6,0.3371469,VGG16
1391,2,6,0.35059246,Resnet50
1392,2,6,0.36023197,Alexnet
1393,2,6,0.34485975,VGG16
1394,2,6,0.35392413,Resnet50
1395,2,6,0.35438943,Alexnet
1396,2,6,0.33896127,VGG16
1397,2,6,0.33650464,Resnet50
1398,2,6,0.33818683,Alexnet
1399,2,6,0.33140475,VGG16
1400,2,6,0.34065458,Resnet50
1401,2,6,0.3404162,Alexnet
1402,2,6,0.32104656,VGG16
1403,2,6,0.3391386,Resnet50
1404,2,6,0.3286761,Alexnet
1405,2,6,0.32058647,VGG16
1406,2,6,0.33745396,Resnet50
1407,2,6,0.3314779,Alexnet
1408,2,6,0.33463365,VGG16
1409,2,6,0.33838812,Resnet50
1410,2,7,0.35283238,Alexnet
1411,2,7,0.33858922,VGG16
1412,2,7,0.3468798,Resnet50
1413,2,7,0.33582738,Alexnet
1414,2,7,0.32271567,VGG16
1415,2,7,0.34264222,Resnet50
1416,2,7,0.343415,Alexnet
1417,2,7,0.3266355,VGG16
1418,2,7,0.3340711,Resnet50
1419,2,7,0.33258605,Alexnet
1420,2,7,0.31974095,VGG16
1421,2,7,0.33743986,Resnet50
1422,2,7,0.34372887,Alexnet
1423,2,7,0.32849047,VGG16
1424,2,7,0.34846947,Resnet50
1425,2,7,0.35086635,Alexnet
1426,2,7,0.3187768,VGG16
1427,2,7,0.3395152,Resnet50
1428,2,7,0.33610988,Alexnet
1429,2,7,0.3192056,VGG16
1430,2,7,0.34369105,Resnet50
1431,2,7,0.35523152,Alexnet
1432,2,7,0.335839,VGG16
1433,2,7,0.34887758,Resnet50
1434,2,7,0.33951107,Alexnet
1435,2,7,0.3168225,VGG16
1436,2,7,0.3391411,Resnet50
1437,2,7,0.3458871,Alexnet
1438,2,7,0.319806,VGG16
1439,2,7,0.34031436,Resnet50
1440,2,8,0.33188727,Alexnet
1441,2,8,0.31886783,VGG16
1442,2,8,0.33428365,Resnet50
1443,2,8,0.3406728,Alexnet
1444,2,8,0.32009315,VGG16
1445,2,8,0.3340037,Resnet50
1446,2,8,0.33095333,Alexnet
1447,2,8,0.31685445,VGG16
1448,2,8,0.33156207,Resnet50
1449,2,8,0.34038702,Alexnet
1450,2,8,0.32921788,VGG16
1451,2,8,0.34250754,Resnet50
1452,2,8,0.3277173,Alexnet
1453,2,8,0.3155506,VGG16
1454,2,8,0.32968852,Resnet50
1455,2,8,0.3332007,Alexnet
1456,2,8,0.32621783,VGG16
1457,2,8,0.3363313,Resnet50
1458,2,8,0.3308448,Alexnet
1459,2,8,0.31618652,VGG16
1460,2,8,0.334298,Resnet50
1461,2,8,0.3637868,Alexnet
1462,2,8,0.35583475,VGG16
1463,2,8,0.34360582,Resnet50
1464,2,8,0.35579684,Alexnet
1465,2,8,0.344634,VGG16
1466,2,8,0.35058185,Resnet50
1467,2,8,0.3361693,Alexnet
1468,2,8,0.33466792,VGG16
1469,2,8,0.33523205,Resnet50
1470,2,9,0.3456587,Alexnet
1471,2,9,0.33936113,VGG16
1472,2,9,0.34386495,Resnet50
1473,2,9,0.33938128,Alexnet
1474,2,9,0.33144996,VGG16
1475,2,9,0.33866197,Resnet50
1476,2,9,0.33812374,Alexnet
1477,2,9,0.3345872,VGG16
1478,2,9,0.3427318,Resnet50
1479,2,9,0.33762762,Alexnet
1480,2,9,0.3345333,VGG16
1481,2,9,0.33667827,Resnet50
1482,2,9,0.32721844,Alexnet
1483,2,9,0.3221068,VGG16
1484,2,9,0.33288547,Resnet50
1485,2,9,0.33219826,Alexnet
1486,2,9,0.33049774,VGG16
1487,2,9,0.3378903,Resnet50
1488,2,9,0.3373706,Alexnet
1489,2,9,0.33218765,VGG16
1490,2,9,0.34214348,Resnet50
1491,2,9,0.34412855,Alexnet
1492,2,9,0.33556443,VGG16
1493,2,9,0.3385725,Resnet50
1494,2,9,0.333928,Alexnet
1495,2,9,0.3289467,VGG16
1496,2,9,0.33540955,Resnet50
1497,2,9,0.33134142,Alexnet
1498,2,9,0.329126,VGG16
1499,2,9,0.33980653,Resnet50
1500,2,10,0.33398098,Alexnet
1501,2,10,0.33249375,VGG16
1502,2,10,0.3425823,Resnet50
1503,2,10,0.3438215,Alexnet
1504,2,10,0.33682552,VGG16
1505,2,10,0.34037235,Resnet50
1506,2,10,0.3338438,Alexnet
1507,2,10,0.3291278,VGG16
1508,2,10,0.34192783,Resnet50
1509,2,10,0.33757636,Alexnet
1510,2,10,0.33596665,VGG16
1511,2,10,0.34482074,Resnet50
1512,2,10,0.34208745,Alexnet
1513,2,10,0.34444243,VGG16
1514,2,10,0.34026802,Resnet50
1515,2,10,0.32646766,Alexnet
1516,2,10,0.32497442,VGG16
1517,2,10,0.34155566,Resnet50
1518,2,10,0.32477173,Alexnet
1519,2,10,0.3221704,VGG16
1520,2,10,0.34067732,Resnet50
1521,2,10,0.33222258,Alexnet
1522,2,10,0.32747716,VGG16
1523,2,10,0.33621472,Resnet50
1524,2,10,0.3312497,Alexnet
1525,2,10,0.32924938,VGG16
1526,2,10,0.33819598,Resnet50
1527,2,10,0.3233412,Alexnet
1528,2,10,0.32341093,VGG16
1529,2,10,0.3369293,Resnet50
1530,2,11,0.346655,Alexnet
1531,2,11,0.34605926,VGG16
1532,2,11,0.35519925,Resnet50
1533,2,11,0.31903353,Alexnet
1534,2,11,0.31004655,VGG16
1535,2,11,0.34194797,Resnet50
1536,2,11,0.33943772,Alexnet
1537,2,11,0.3332975,VGG16
1538,2,11,0.35397705,Resnet50
1539,2,11,0.34168833,Alexnet
1540,2,11,0.3384131,VGG16
1541,2,11,0.3579255,Resnet50
1542,2,11,0.3168909,Alexnet
1543,2,11,0.308345,VGG16
1544,2,11,0.3400591,Resnet50
1545,2,11,0.32452264,Alexnet
1546,2,11,0.3206014,VGG16
1547,2,11,0.349252,Resnet50
1548,2,11,0.34030512,Alexnet
