,Constrain,Graph,Prop_Correct,Network
785,3,6,0.36739415,Resnet50
786,3,6,0.36323005,Alexnet
787,3,6,0.35247448,VGG16
788,3,6,0.35889593,Resnet50
789,3,6,0.3731435,Alexnet
790,3,6,0.35491404,VGG16
791,3,6,0.36741537,Resnet50
792,3,6,0.360645,Alexnet
793,3,6,0.35747364,VGG16
794,3,6,0.3601977,Resnet50
795,3,6,0.36328197,Alexnet
796,3,6,0.35972202,VGG16
797,3,6,0.3615,Resnet50
798,3,6,0.36329728,Alexnet
799,3,6,0.36272132,VGG16
800,3,6,0.35897464,Resnet50
801,3,6,0.3628987,Alexnet
802,3,6,0.3544316,VGG16
803,3,6,0.35876825,Resnet50
804,3,6,0.36614883,Alexnet
805,3,6,0.36004266,VGG16
806,3,6,0.36188906,Resnet50
807,3,6,0.36971897,Alexnet
808,3,6,0.3631373,VGG16
809,3,6,0.36203378,Resnet50
810,3,7,0.34536356,Alexnet
811,3,7,0.33569095,VGG16
812,3,7,0.3396627,Resnet50
813,3,7,0.34796345,Alexnet
814,3,7,0.335475,VGG16
815,3,7,0.34186977,Resnet50
816,3,7,0.34329018,Alexnet
817,3,7,0.3345026,VGG16
818,3,7,0.3416531,Resnet50
819,3,7,0.3460214,Alexnet
820,3,7,0.33536124,VGG16
821,3,7,0.34196785,Resnet50
822,3,7,0.3461844,Alexnet
823,3,7,0.33735314,VGG16
824,3,7,0.34231225,Resnet50
825,3,7,0.34489888,Alexnet
826,3,7,0.33511028,VGG16
827,3,7,0.33871377,Resnet50
828,3,7,0.3465613,Alexnet
829,3,7,0.33697775,VGG16
830,3,7,0.3453569,Resnet50
831,3,7,0.3450818,Alexnet
832,3,7,0.336172,VGG16
833,3,7,0.34192988,Resnet50
834,3,7,0.34524617,Alexnet
835,3,7,0.33614984,VGG16
836,3,7,0.34403193,Resnet50
837,3,7,0.34427258,Alexnet
838,3,7,0.33526665,VGG16
839,3,7,0.34204626,Resnet50
840,3,8,0.35019848,Alexnet
841,3,8,0.3370683,VGG16
842,3,8,0.34717327,Resnet50
843,3,8,0.34007928,Alexnet
844,3,8,0.33429247,VGG16
845,3,8,0.34154207,Resnet50
846,3,8,0.3444313,Alexnet
847,3,8,0.33224002,VGG16
848,3,8,0.34213153,Resnet50
849,3,8,0.34422597,Alexnet
850,3,8,0.33403766,VGG16
851,3,8,0.34367055,Resnet50
852,3,8,0.34589428,Alexnet
853,3,8,0.33735058,VGG16
854,3,8,0.3409423,Resnet50
855,3,8,0.35087222,Alexnet
856,3,8,0.33832243,VGG16
857,3,8,0.3446867,Resnet50
858,3,8,0.34955236,Alexnet
859,3,8,0.3401109,VGG16
860,3,8,0.34354967,Resnet50
861,3,8,0.3515713,Alexnet
862,3,8,0.33872297,VGG16
863,3,8,0.34970695,Resnet50
864,3,8,0.3514381,Alexnet
865,3,8,0.340059,VGG16
866,3,8,0.3487508,Resnet50
867,3,8,0.35220283,Alexnet
868,3,8,0.34280688,VGG16
869,3,8,0.34830162,Resnet50
870,3,9,0.34607235,Alexnet
871,3,9,0.35236487,VGG16
872,3,9,0.35463881,Resnet50
873,3,9,0.33959937,Alexnet
874,3,9,0.33707553,VGG16
875,3,9,0.34360793,Resnet50
876,3,9,0.34339887,Alexnet
877,3,9,0.34913227,VGG16
878,3,9,0.34789154,Resnet50
879,3,9,0.3353502,Alexnet
880,3,9,0.33699557,VGG16
881,3,9,0.33507168,Resnet50
882,3,9,0.3397106,Alexnet
883,3,9,0.3370894,VGG16
884,3,9,0.34442937,Resnet50
885,3,9,0.34225023,Alexnet
886,3,9,0.35014442,VGG16
887,3,9,0.35327297,Resnet50
888,3,9,0.33726057,Alexnet
889,3,9,0.33897254,VGG16
890,3,9,0.33138314,Resnet50
891,3,9,0.34024212,Alexnet
892,3,9,0.33725855,VGG16
893,3,9,0.3442993,Resnet50
894,3,9,0.33889827,Alexnet
895,3,9,0.3388013,VGG16
896,3,9,0.34043851,Resnet50
897,3,9,0.33763638,Alexnet
898,3,9,0.34034044,VGG16
899,3,9,0.33727035,Resnet50
900,3,10,0.34983402,Alexnet
901,3,10,0.34415856,VGG16
902,3,10,0.3547758,Resnet50
903,3,10,0.3498196,Alexnet
904,3,10,0.34744287,VGG16
905,3,10,0.35594863,Resnet50
906,3,10,0.34308708,Alexnet
907,3,10,0.34220794,VGG16
908,3,10,0.34058866,Resnet50
909,3,10,0.35322565,Alexnet
910,3,10,0.34632713,VGG16
911,3,10,0.35851872,Resnet50
912,3,10,0.35051262,Alexnet
913,3,10,0.34577513,VGG16
914,3,10,0.3611038,Resnet50
915,3,10,0.3438025,Alexnet
916,3,10,0.3435281,VGG16
917,3,10,0.3444336,Resnet50
918,3,10,0.35158384,Alexnet
919,3,10,0.34641802,VGG16
920,3,10,0.36051983,Resnet50
921,3,10,0.3451917,Alexnet
922,3,10,0.34335303,VGG16
923,3,10,0.34104756,Resnet50
924,3,10,0.35113946,Alexnet
925,3,10,0.35026342,VGG16
926,3,10,0.3591802,Resnet50
927,3,10,0.3454216,Alexnet
928,3,10,0.34310293,VGG16
929,3,10,0.34277764,Resnet50
930,3,11,0.35040396,Alexnet
931,3,11,0.33939263,VGG16
932,3,11,0.3434644,Resnet50
933,3,11,0.35339737,Alexnet
934,3,11,0.3413812,VGG16
935,3,11,0.3456173,Resnet50
936,3,11,0.349868,Alexnet
937,3,11,0.33876958,VGG16
938,3,11,0.33628544,Resnet50
939,3,11,0.35117128,Alexnet
940,3,11,0.3415977,VGG16
941,3,11,0.3488712,Resnet50
942,3,11,0.35449067,Alexnet
943,3,11,0.34193426,VGG16
944,3,11,0.34948274,Resnet50
945,3,11,0.35214233,Alexnet
946,3,11,0.3387976,VGG16
947,3,11,0.34150302,Resnet50
948,3,11,0.35208115,Alexnet
949,3,11,0.34212154,VGG16
950,3,11,0.3463822,Resnet50
951,3,11,0.3514787,Alexnet
952,3,11,0.339528,VGG16
953,3,11,0.34489393,Resnet50
954,3,11,0.35536945,Alexnet
955,3,11,0.34107408,VGG16
956,3,11,0.35328114,Resnet50
957,3,11,0.34517488,Alexnet
958,3,11,0.33891103,VGG16
959,3,11,0.3386869,Resnet50
960,3,12,0.33819354,Alexnet
961,3,12,0.33093813,VGG16
962,3,12,0.3226097,Resnet50
963,3,12,0.3376542,Alexnet
964,3,12,0.33371228,VGG16
965,3,12,0.33538404,Resnet50
966,3,12,0.3376538,Alexnet
967,3,12,0.33153465,VGG16
968,3,12,0.33129454,Resnet50
969,3,12,0.34217632,Alexnet
970,3,12,0.33460695,VGG16
971,3,12,0.34063324,Resnet50
972,3,12,0.34952602,Alexnet
973,3,12,0.33292237,VGG16
974,3,12,0.3477058,Resnet50
975,3,12,0.35281783,Alexnet
976,3,12,0.33847496,VGG16
977,3,12,0.34831086,Resnet50
978,3,12,0.3437319,Alexnet
979,3,12,0.33345044,VGG16
980,3,12,0.33757737,Resnet50
981,3,12,0.35012984,Alexnet
982,3,12,0.33512563,VGG16
983,3,12,0.3485513,Resnet50
984,3,12,0.3404971,Alexnet
985,3,12,0.33451608,VGG16
986,3,12,0.34294966,Resnet50
987,3,12,0.3410942,Alexnet
988,3,12,0.33466572,VGG16
989,3,12,0.3395592,Resnet50
990,3,13,0.34580687,Alexnet
991,3,13,0.3334067,VGG16
992,3,13,0.34460932,Resnet50
993,3,13,0.35139588,Alexnet
994,3,13,0.33814073,VGG16
995,3,13,0.35062242,Resnet50
996,3,13,0.34415945,Alexnet
997,3,13,0.33646342,VGG16
998,3,13,0.3481964,Resnet50
999,3,13,0.3442687,Alexnet
1000,3,13,0.33651224,VGG16
1001,3,13,0.34571782,Resnet50
1002,3,13,0.34851298,Alexnet
1003,3,13,0.33632165,VGG16
1004,3,13,0.34968978,Resnet50
1005,3,13,0.34399658,Alexnet
1006,3,13,0.33049533,VGG16
1007,3,13,0.34659478,Resnet50
1008,3,13,0.34483704,Alexnet
1009,3,13,0.3327827,VGG16
1010,3,13,0.34411317,Resnet50
1011,3,13,0.34517798,Alexnet
1012,3,13,0.34118104,VGG16
1013,3,13,0.34894243,Resnet50
1014,3,13,0.34485868,Alexnet
1015,3,13,0.3411346,VGG16
1016,3,13,0.34796736,Resnet50
1017,3,13,0.34457502,Alexnet
1018,3,13,0.34142902,VGG16
1019,3,13,0.3498731,Resnet50
1020,3,14,0.33053854,Alexnet
1021,3,14,0.32893693,VGG16
1022,3,14,0.32871905,Resnet50
1023,3,14,0.34928125,Alexnet
1024,3,14,0.3412921,VGG16
1025,3,14,0.35693562,Resnet50
1026,3,14,0.3411385,Alexnet
1027,3,14,0.33174315,VGG16
1028,3,14,0.34030354,Resnet50
1029,3,14,0.33491728,Alexnet
1030,3,14,0.3279205,VGG16
1031,3,14,0.3380387,Resnet50
1032,3,14,0.33288997,Alexnet
1033,3,14,0.33094198,VGG16
1034,3,14,0.33283755,Resnet50
1035,3,14,0.3346459,Alexnet
1036,3,14,0.3332288,VGG16
1037,3,14,0.3415174,Resnet50
1038,3,14,0.33410612,Alexnet
1039,3,14,0.33312058,VGG16
1040,3,14,0.3409469,Resnet50
1041,3,14,0.33991188,Alexnet
1042,3,14,0.33197692,VGG16
1043,3,14,0.34204042,Resnet50
1044,3,14,0.33495924,Alexnet
1045,3,14,0.32957837,VGG16
1046,3,14,0.3391535,Resnet50
1047,3,14,0.3366661,Alexnet
1048,3,14,0.33368808,VGG16
1049,3,14,0.34408823,Resnet50
1050,3,15,0.35617632,Alexnet
1051,3,15,0.34183004,VGG16
1052,3,15,0.35339338,Resnet50
1053,3,15,0.35874075,Alexnet
1054,3,15,0.33946928,VGG16
1055,3,15,0.3539909,Resnet50
1056,3,15,0.35723528,Alexnet
1057,3,15,0.33986047,VGG16
1058,3,15,0.35703295,Resnet50
1059,3,15,0.35690883,Alexnet
1060,3,15,0.34346047,VGG16
1061,3,15,0.3543419,Resnet50
1062,3,15,0.36496612,Alexnet
1063,3,15,0.3455228,VGG16
1064,3,15,0.35285735,Resnet50
1065,3,15,0.36387572,Alexnet
1066,3,15,0.34595612,VGG16
1067,3,15,0.35048145,Resnet50
1068,3,15,0.36328837,Alexnet
1069,3,15,0.3466417,VGG16
1070,3,15,0.35689512,Resnet50
1071,3,15,0.36907262,Alexnet
1072,3,15,0.35160238,VGG16
1073,3,15,0.3699715,Resnet50
1074,3,15,0.36153847,Alexnet
1075,3,15,0.34608737,VGG16
1076,3,15,0.3631864,Resnet50
1077,3,15,0.3626962,Alexnet
1078,3,15,0.345501,VGG16
1079,3,15,0.36910215,Resnet50
1080,3,16,0.34719512,Alexnet
1081,3,16,0.342753,VGG16
1082,3,16,0.3529739,Resnet50
1083,3,16,0.3462319,Alexnet
1084,3,16,0.34122953,VGG16
1085,3,16,0.34698844,Resnet50
1086,3,16,0.34448615,Alexnet
1087,3,16,0.34139693,VGG16
1088,3,16,0.3489611,Resnet50
1089,3,16,0.34452048,Alexnet
1090,3,16,0.3392892,VGG16
1091,3,16,0.34937194,Resnet50
1092,3,16,0.34527332,Alexnet
1093,3,16,0.34028915,VGG16
1094,3,16,0.34189275,Resnet50
1095,3,16,0.34379062,Alexnet
1096,3,16,0.3398038,VGG16
1097,3,16,0.34660017,Resnet50
1098,3,16,0.34414023,Alexnet
1099,3,16,0.33540303,VGG16
1100,3,16,0.3496599,Resnet50
1101,3,16,0.34570283,Alexnet
1102,3,16,0.34065968,VGG16
1103,3,16,0.34492654,Resnet50
1104,3,16,0.34724796,Alexnet
1105,3,16,0.33922368,VGG16
1106,3,16,0.34507984,Resnet50
1107,3,16,0.34379807,Alexnet
1108,3,16,0.33824146,VGG16
1109,3,16,0.34943768,Resnet50
1110,3,17,0.35237995,Alexnet
1111,3,17,0.34046662,VGG16
1112,3,17,0.34447545,Resnet50
1113,3,17,0.35444227,Alexnet
1114,3,17,0.3445411,VGG16
1115,3,17,0.35133472,Resnet50
1116,3,17,0.34263626,Alexnet
1117,3,17,0.33589655,VGG16
1118,3,17,0.33234942,Resnet50
1119,3,17,0.3489656,Alexnet
1120,3,17,0.34138885,VGG16
1121,3,17,0.3485027,Resnet50
1122,3,17,0.3516536,Alexnet
1123,3,17,0.34352905,VGG16
1124,3,17,0.33973765,Resnet50
1125,3,17,0.34431437,Alexnet
1126,3,17,0.33875287,VGG16
1127,3,17,0.34131935,Resnet50
1128,3,17,0.3505995,Alexnet
1129,3,17,0.34128606,VGG16
1130,3,17,0.34770283,Resnet50
1131,3,17,0.34413713,Alexnet
1132,3,17,0.33663523,VGG16
1133,3,17,0.33302575,Resnet50
1134,3,17,0.3489616,Alexnet
1135,3,17,0.34443608,VGG16
1136,3,17,0.34618962,Resnet50
1137,3,17,0.3453607,Alexnet
1138,3,17,0.33592227,VGG16
1139,3,17,0.33882776,Resnet50
1140,3,18,0.34364653,Alexnet
1141,3,18,0.3306745,VGG16
1142,3,18,0.32997307,Resnet50
1143,3,18,0.3483063,Alexnet
1144,3,18,0.34161383,VGG16
1145,3,18,0.34307757,Resnet50
1146,3,18,0.34884235,Alexnet
1147,3,18,0.33880934,VGG16
1148,3,18,0.35218108,Resnet50
1149,3,18,0.3525659,Alexnet
1150,3,18,0.34528238,VGG16
1151,3,18,0.35426936,Resnet50
1152,3,18,0.3438001,Alexnet
1153,3,18,0.33500051,VGG16
1154,3,18,0.33720875,Resnet50
1155,3,18,0.34322664,Alexnet
1156,3,18,0.3335039,VGG16
1157,3,18,0.33639216,Resnet50
1158,3,18,0.34164172,Alexnet
1159,3,18,0.33651328,VGG16
1160,3,18,0.33643803,Resnet50
1161,3,18,0.34835777,Alexnet
1162,3,18,0.33843473,VGG16
1163,3,18,0.3456202,Resnet50
1164,3,18,0.34635597,Alexnet
1165,3,18,0.34408715,VGG16
1166,3,18,0.34735337,Resnet50
1167,3,18,0.34770316,Alexnet
1168,3,18,0.33941102,VGG16
1169,3,18,0.35391027,Resnet50
1170,3,19,0.33865994,Alexnet
1171,3,19,0.33296868,VGG16
1172,3,19,0.34788978,Resnet50
1173,3,19,0.33848226,Alexnet
1174,3,19,0.3345342,VGG16
1175,3,19,0.34684813,Resnet50
1176,3,19,0.3393579,Alexnet
1177,3,19,0.33505228,VGG16
1178,3,19,0.34409088,Resnet50
1179,3,19,0.3383239,Alexnet
1180,3,19,0.33521003,VGG16
1181,3,19,0.34777257,Resnet50
1182,3,19,0.33824512,Alexnet
1183,3,19,0.3363704,VGG16
1184,3,19,0.34647977,Resnet50
1185,3,19,0.3429804,Alexnet
1186,3,19,0.33615232,VGG16
1187,3,19,0.34799814,Resnet50
1188,3,19,0.33946067,Alexnet
1189,3,19,0.33500066,VGG16
1190,3,19,0.3467854,Resnet50
1191,3,19,0.3384318,Alexnet
1192,3,19,0.3351538,VGG16
1193,3,19,0.3450311,Resnet50
1194,3,19,0.33894593,Alexnet
1195,3,19,0.33583552,VGG16
1196,3,19,0.34700996,Resnet50
1197,3,19,0.33983344,Alexnet
1198,3,19,0.33526167,VGG16
1199,3,19,0.34543326,Resnet50
1200,2,0,0.35772127,Alexnet
1201,2,0,0.35351565,VGG16
1202,2,0,0.3442904,Resnet50
1203,2,0,0.34904385,Alexnet
1204,2,0,0.33977848,VGG16
1205,2,0,0.33971727,Resnet50
1206,2,0,0.34677577,Alexnet
1207,2,0,0.34133774,VGG16
1208,2,0,0.342856,Resnet50
1209,2,0,0.3550398,Alexnet
1210,2,0,0.346598,VGG16
1211,2,0,0.34932616,Resnet50
1212,2,0,0.34411886,Alexnet
1213,2,0,0.33687368,VGG16
1214,2,0,0.33430532,Resnet50
1215,2,0,0.3425186,Alexnet
1216,2,0,0.3381697,VGG16
1217,2,0,0.34420282,Resnet50
1218,2,0,0.35129616,Alexnet
1219,2,0,0.34782314,VGG16
1220,2,0,0.3452997,Resnet50
1221,2,0,0.34573662,Alexnet
1222,2,0,0.33766568,VGG16
1223,2,0,0.34255898,Resnet50
1224,2,0,0.35145712,Alexnet
1225,2,0,0.34028298,VGG16
1226,2,0,0.3477146,Resnet50
1227,2,0,0.34745473,Alexnet
1228,2,0,0.33979803,VGG16
1229,2,0,0.34702605,Resnet50
1230,2,1,0.34531474,Alexnet
1231,2,1,0.3342425,VGG16
1232,2,1,0.33968318,Resnet50
1233,2,1,0.35338703,Alexnet
1234,2,1,0.3428308,VGG16
1235,2,1,0.3497326,Resnet50
1236,2,1,0.35309482,Alexnet
1237,2,1,0.3524767,VGG16
1238,2,1,0.35064268,Resnet50
1239,2,1,0.3562953,Alexnet
1240,2,1,0.34581172,VGG16
1241,2,1,0.34305894,Resnet50
1242,2,1,0.34678543,Alexnet
1243,2,1,0.33419615,VGG16
1244,2,1,0.33657166,Resnet50
1245,2,1,0.34274757,Alexnet
1246,2,1,0.33243704,VGG16
1247,2,1,0.33947042,Resnet50
1248,2,1,0.34428993,Alexnet
1249,2,1,0.33535796,VGG16
1250,2,1,0.33749923,Resnet50
1251,2,1,0.35229293,Alexnet
1252,2,1,0.34587207,VGG16
1253,2,1,0.352321,Resnet50
1254,2,1,0.35702482,Alexnet
1255,2,1,0.345722,VGG16
1256,2,1,0.35092157,Resnet50
1257,2,1,0.35388196,Alexnet
1258,2,1,0.34863064,VGG16
1259,2,1,0.34204262,Resnet50
1260,2,2,0.345539,Alexnet
1261,2,2,0.33236673,VGG16
1262,2,2,0.3408426,Resnet50
1263,2,2,0.34519514,Alexnet
1264,2,2,0.3369242,VGG16
1265,2,2,0.34203032,Resnet50
1266,2,2,0.34535688,Alexnet
1267,2,2,0.33387333,VGG16
1268,2,2,0.3443587,Resnet50
1269,2,2,0.3443337,Alexnet
1270,2,2,0.33331412,VGG16
1271,2,2,0.34580424,Resnet50
1272,2,2,0.34879208,Alexnet
1273,2,2,0.3391051,VGG16
1274,2,2,0.3578503,Resnet50
1275,2,2,0.3502021,Alexnet
1276,2,2,0.34334603,VGG16
1277,2,2,0.3589524,Resnet50
1278,2,2,0.34718272,Alexnet
1279,2,2,0.3504839,VGG16
1280,2,2,0.36048988,Resnet50
1281,2,2,0.34839207,Alexnet
1282,2,2,0.34030092,VGG16
1283,2,2,0.36249736,Resnet50
1284,2,2,0.34322098,Alexnet
1285,2,2,0.3420533,VGG16
1286,2,2,0.36431602,Resnet50
1287,2,2,0.3469983,Alexnet
1288,2,2,0.34670642,VGG16
1289,2,2,0.36700457,Resnet50
1290,2,3,0.34082162,Alexnet
1291,2,3,0.3349227,VGG16
1292,2,3,0.32856598,Resnet50
1293,2,3,0.34583053,Alexnet
1294,2,3,0.33838254,VGG16
1295,2,3,0.33815342,Resnet50
1296,2,3,0.3438565,Alexnet
1297,2,3,0.33733436,VGG16
1298,2,3,0.33608347,Resnet50
1299,2,3,0.3453671,Alexnet
1300,2,3,0.3386935,VGG16
1301,2,3,0.3405718,Resnet50
1302,2,3,0.362447,Alexnet
1303,2,3,0.34586582,VGG16
1304,2,3,0.35889077,Resnet50
1305,2,3,0.34841174,Alexnet
1306,2,3,0.33343494,VGG16
1307,2,3,0.3466901,Resnet50
1308,2,3,0.36459744,Alexnet
1309,2,3,0.33604312,VGG16
1310,2,3,0.34800062,Resnet50
1311,2,3,0.3494905,Alexnet
1312,2,3,0.3372981,VGG16
1313,2,3,0.34038985,Resnet50
1314,2,3,0.36042103,Alexnet
1315,2,3,0.3389692,VGG16
1316,2,3,0.34614104,Resnet50
1317,2,3,0.3498718,Alexnet
1318,2,3,0.3372062,VGG16
1319,2,3,0.34572306,Resnet50
1320,2,4,0.36884663,Alexnet
1321,2,4,0.35629773,VGG16
1322,2,4,0.36864185,Resnet50
1323,2,4,0.3584563,Alexnet
1324,2,4,0.3607663,VGG16
1325,2,4,0.3640956,Resnet50
1326,2,4,0.34968913,Alexnet
1327,2,4,0.34352547,VGG16
1328,2,4,0.34732604,Resnet50
1329,2,4,0.34513906,Alexnet
1330,2,4,0.3372944,VGG16
1331,2,4,0.33650362,Resnet50
1332,2,4,0.36402246,Alexnet
1333,2,4,0.35333583,VGG16
1334,2,4,0.3592954,Resnet50
1335,2,4,0.3502949,Alexnet
1336,2,4,0.3322111,VGG16
1337,2,4,0.3482909,Resnet50
1338,2,4,0.34342653,Alexnet
1339,2,4,0.32833648,VGG16
1340,2,4,0.33828303,Resnet50
1341,2,4,0.3551576,Alexnet
1342,2,4,0.34301227,VGG16
1343,2,4,0.3551969,Resnet50
1344,2,4,0.34898332,Alexnet
1345,2,4,0.3419142,VGG16
1346,2,4,0.34317985,Resnet50
1347,2,4,0.35358027,Alexnet
1348,2,4,0.3445016,VGG16
1349,2,4,0.3493827,Resnet50
1350,2,5,0.34038535,Alexnet
1351,2,5,0.33457342,VGG16
1352,2,5,0.33845493,Resnet50
1353,2,5,0.34200498,Alexnet
1354,2,5,0.3327855,VGG16
1355,2,5,0.3414437,Resnet50
1356,2,5,0.34007147,Alexnet
1357,2,5,0.33531797,VGG16
1358,2,5,0.3348806,Resnet50
1359,2,5,0.34370497,Alexnet
1360,2,5,0.3329339,VGG16
1361,2,5,0.34053287,Resnet50
1362,2,5,0.3454929,Alexnet
1363,2,5,0.33235562,VGG16
1364,2,5,0.34029958,Resnet50
1365,2,5,0.35025367,Alexnet
1366,2,5,0.3382647,VGG16
1367,2,5,0.3477205,Resnet50
1368,2,5,0.3467345,Alexnet
1369,2,5,0.33091897,VGG16
1370,2,5,0.33670363,Resnet50
1371,2,5,0.345686,Alexnet
1372,2,5,0.33427164,VGG16
1373,2,5,0.33927995,Resnet50
1374,2,5,0.35083362,Alexnet
1375,2,5,0.33602744,VGG16
1376,2,5,0.34256348,Resnet50
1377,2,5,0.34558445,Alexnet
1378,2,5,0.33098754,VGG16
1379,2,5,0.33797753,Resnet50
1380,2,6,0.3620643,Alexnet
1381,2,6,0.35354424,VGG16
1382,2,6,0.35288143,Resnet50
1383,2,6,0.36066246,Alexnet
1384,2,6,0.3528645,VGG16
1385,2,6,0.3574079,Resnet50
1386,2,6,0.36174482,Alexnet
1387,2,6,0.34962735,VGG16
1388,2,6,0.3543714,Resnet50
1389,2,6,0.3615768,Alexnet
1390,2,6,0.35395366,VGG16
1391,2,6,0.36027825,Resnet50
1392,2,6,0.37607273,Alexnet
1393,2,6,0.35884428,VGG16
1394,2,6,0.36371365,Resnet50
1395,2,6,0.37782514,Alexnet
1396,2,6,0.35421437,VGG16
1397,2,6,0.35561934,Resnet50
1398,2,6,0.36008126,Alexnet
1399,2,6,0.3550227,VGG16
1400,2,6,0.35519046,Resnet50
1401,2,6,0.3778448,Alexnet
1402,2,6,0.34895933,VGG16
1403,2,6,0.3611744,Resnet50
1404,2,6,0.35977995,Alexnet
1405,2,6,0.35623813,VGG16
1406,2,6,0.3594981,Resnet50
1407,2,6,0.3599523,Alexnet
1408,2,6,0.35187536,VGG16
1409,2,6,0.34666124,Resnet50
1410,2,7,0.35284412,Alexnet
1411,2,7,0.33547205,VGG16
1412,2,7,0.34532648,Resnet50
1413,2,7,0.35389045,Alexnet
1414,2,7,0.3384452,VGG16
1415,2,7,0.35430166,Resnet50
1416,2,7,0.35340744,Alexnet
1417,2,7,0.33771598,VGG16
1418,2,7,0.350702,Resnet50
1419,2,7,0.35058284,Alexnet
1420,2,7,0.33662286,VGG16
1421,2,7,0.34748325,Resnet50
1422,2,7,0.3518858,Alexnet
1423,2,7,0.334705,VGG16
1424,2,7,0.34882286,Resnet50
1425,2,7,0.3535635,Alexnet
1426,2,7,0.33364406,VGG16
1427,2,7,0.3463367,Resnet50
1428,2,7,0.3483571,Alexnet
1429,2,7,0.33665523,VGG16
1430,2,7,0.3448256,Resnet50
1431,2,7,0.35820082,Alexnet
1432,2,7,0.3387717,VGG16
1433,2,7,0.36331236,Resnet50
1434,2,7,0.3489967,Alexnet
1435,2,7,0.33501223,VGG16
1436,2,7,0.35224894,Resnet50
1437,2,7,0.34669575,Alexnet
1438,2,7,0.3346767,VGG16
1439,2,7,0.3526589,Resnet50
1440,2,8,0.35464546,Alexnet
1441,2,8,0.3377554,VGG16
1442,2,8,0.34254277,Resnet50
1443,2,8,0.35975465,Alexnet
1444,2,8,0.34188664,VGG16
1445,2,8,0.3527097,Resnet50
1446,2,8,0.35215026,Alexnet
1447,2,8,0.33612433,VGG16
1448,2,8,0.3484097,Resnet50
1449,2,8,0.36114728,Alexnet
1450,2,8,0.34483525,VGG16
1451,2,8,0.35204887,Resnet50
1452,2,8,0.35393846,Alexnet
1453,2,8,0.336706,VGG16
1454,2,8,0.34744653,Resnet50
1455,2,8,0.35498202,Alexnet
1456,2,8,0.34005797,VGG16
1457,2,8,0.3505711,Resnet50
1458,2,8,0.35581198,Alexnet
1459,2,8,0.34128073,VGG16
1460,2,8,0.34736574,Resnet50
1461,2,8,0.3510658,Alexnet
1462,2,8,0.3425346,VGG16
1463,2,8,0.35657513,Resnet50
1464,2,8,0.36313063,Alexnet
1465,2,8,0.34552026,VGG16
1466,2,8,0.36628577,Resnet50
1467,2,8,0.35295495,Alexnet
1468,2,8,0.34222165,VGG16
1469,2,8,0.35199445,Resnet50
1470,2,9,0.3458011,Alexnet
1471,2,9,0.34362102,VGG16
1472,2,9,0.3440835,Resnet50
1473,2,9,0.34603205,Alexnet
1474,2,9,0.3428633,VGG16
1475,2,9,0.342243,Resnet50
1476,2,9,0.34451327,Alexnet
1477,2,9,0.34341738,VGG16
1478,2,9,0.3441769,Resnet50
1479,2,9,0.34428197,Alexnet
1480,2,9,0.34623638,VGG16
1481,2,9,0.34260106,Resnet50
1482,2,9,0.34469143,Alexnet
1483,2,9,0.34210032,VGG16
1484,2,9,0.34299594,Resnet50
1485,2,9,0.34417033,Alexnet
1486,2,9,0.34302416,VGG16
1487,2,9,0.3423058,Resnet50
1488,2,9,0.3442244,Alexnet
1489,2,9,0.34669042,VGG16
1490,2,9,0.34479108,Resnet50
1491,2,9,0.34499186,Alexnet
1492,2,9,0.34391898,VGG16
1493,2,9,0.34719762,Resnet50
1494,2,9,0.34482008,Alexnet
1495,2,9,0.34738705,VGG16
1496,2,9,0.35513076,Resnet50
1497,2,9,0.34462726,Alexnet
1498,2,9,0.34667382,VGG16
1499,2,9,0.3480674,Resnet50
1500,2,10,0.35302627,Alexnet
1501,2,10,0.34026217,VGG16
1502,2,10,0.35846373,Resnet50
1503,2,10,0.35337085,Alexnet
1504,2,10,0.34230992,VGG16
1505,2,10,0.364122,Resnet50
1506,2,10,0.34909898,Alexnet
1507,2,10,0.34102046,VGG16
1508,2,10,0.35580212,Resnet50
1509,2,10,0.34873313,Alexnet
1510,2,10,0.34439802,VGG16
1511,2,10,0.3591104,Resnet50
1512,2,10,0.35196838,Alexnet
1513,2,10,0.3455518,VGG16
1514,2,10,0.3600223,Resnet50
1515,2,10,0.34974152,Alexnet
1516,2,10,0.3422309,VGG16
1517,2,10,0.35469654,Resnet50
1518,2,10,0.34875205,Alexnet
1519,2,10,0.3376086,VGG16
1520,2,10,0.35484436,Resnet50
1521,2,10,0.35100713,Alexnet
1522,2,10,0.33865574,VGG16
1523,2,10,0.35207474,Resnet50
1524,2,10,0.3468759,Alexnet
1525,2,10,0.3406722,VGG16
1526,2,10,0.35572153,Resnet50
1527,2,10,0.34714705,Alexnet
1528,2,10,0.33976513,VGG16
1529,2,10,0.3511764,Resnet50
1530,2,11,0.35497954,Alexnet
1531,2,11,0.345367,VGG16
1532,2,11,0.35249263,Resnet50
1533,2,11,0.35400885,Alexnet
1534,2,11,0.33849844,VGG16
1535,2,11,0.34779748,Resnet50
1536,2,11,0.35186014,Alexnet
1537,2,11,0.34548935,VGG16
1538,2,11,0.35185128,Resnet50
1539,2,11,0.35562003,Alexnet
1540,2,11,0.34298584,VGG16
1541,2,11,0.35838416,Resnet50
1542,2,11,0.348089,Alexnet
1543,2,11,0.33679056,VGG16
1544,2,11,0.34426114,Resnet50
1545,2,11,0.3511884,Alexnet
