	FileName	Category	Stim_Set	Object
267	chair1sfm_Cycle3.avi	Chair	DQInva_Video_260508	40
268	chair2sfm_Cycle3.avi	Chair	DQInva_Video_260508	41
269	chair3sfm_Cycle3.avi	Chair	DQInva_Video_260508	42
270	chair4sfm_Cycle3.avi	Chair	DQInva_Video_260508	43
271	chair5sfm_Cycle3.avi	Chair	DQInva_Video_260508	44
272	chair7sfm_Cycle3.avi	Chair	DQInva_Video_260508	45
273	chair8sfm_Cycle3.avi	Chair	DQInva_Video_260508	46
274	chair9sfm_Cycle3.avi	Chair	DQInva_Video_260508	47
275	chair10sfm_Cycle3.avi	Chair	DQInva_Video_260508	48
276	chair11sfm_Cycle3.avi	Chair	DQInva_Video_260508	49
277	chair12sfm_Cycle3.avi	Chair	DQInva_Video_260508	50
278	chair13sfm_Cycle3.avi	Chair	DQInva_Video_260508	51
279	chair14sfm_Cycle3.avi	Chair	DQInva_Video_260508	52
280	chair15sfm_Cycle3.avi	Chair	DQInva_Video_260508	53
281	chair16sfm_Cycle3.avi	Chair	DQInva_Video_260508	54
282	chair17sfm_Cycle3.avi	Chair	DQInva_Video_260508	55
283	chair18sfm_Cycle3.avi	Chair	DQInva_Video_260508	56
284	chair19sfm_Cycle3.avi	Chair	DQInva_Video_260508	57
285	chair20sfm_Cycle3.avi	Chair	DQInva_Video_260508	58
286	tool1sfm_Cycle3.avi	Tool	DQInva_Video_260508	59
287	tool2sfm_Cycle3.avi	Tool	DQInva_Video_260508	60
288	tool3sfm_Cycle3.avi	Tool	DQInva_Video_260508	61
289	tool4sfm_Cycle3.avi	Tool	DQInva_Video_260508	62
290	tool5sfm_Cycle3.avi	Tool	DQInva_Video_260508	63
291	tool6sfm_Cycle3.avi	Tool	DQInva_Video_260508	64
292	tool7sfm_Cycle3.avi	Tool	DQInva_Video_260508	65
293	tool8sfm_Cycle3.avi	Tool	DQInva_Video_260508	66
294	tool9sfm_Cycle3.avi	Tool	DQInva_Video_260508	67
295	tool10sfm_Cycle3.avi	Tool	DQInva_Video_260508	68
296	tool11sfm_Cycle3.avi	Tool	DQInva_Video_260508	69
297	tool12sfm_Cycle3.avi	Tool	DQInva_Video_260508	70
298	tool13sfm_Cycle3.avi	Tool	DQInva_Video_260508	71
299	tool14sfm_Cycle3.avi	Tool	DQInva_Video_260508	72
300	tool15sfm_Cycle3.avi	Tool	DQInva_Video_260508	73
301	tool16sfm_Cycle3.avi	Tool	DQInva_Video_260508	74
302	tool17sfm_Cycle3.avi	Tool	DQInva_Video_260508	75
303	tool18sfm_Cycle3.avi	Tool	DQInva_Video_260508	76
304	tool19sfm_Cycle3.avi	Tool	DQInva_Video_260508	77
305	tool20sfm_Cycle3.avi	Tool	DQInva_Video_260508	78
